주소,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건_사고 분류1,사건_사고 분류2,사건_사고 분류3,개체명(인물),개체명(지역),개체명(기업기관),키워드,특성추출,본문,원본주소,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100311.20181031101904002,2018-10-31,서울경제,장주영 기자,"양진호, 디지털성범죄로 1000억대 재산? 람보르기니에 롤스로이스까지",IT_과학>IT_과학일반,사회>사건_사고,국제>아시아,범죄>범죄일반>폭행,,,"양, 박상규, 양진호, A씨",,"롤스로이스, 몰카제국, 롤스로이드, 진실탐사그룹 셜록, 한국미래기술, 파일노리","양진호,디지털성,범죄,1000억,재산,람보르기니,롤스로이스,웹하드,업체,위디스크,파일노리,실소유자,양진호,한국미래기술,회장,직원,폭언,폭행,갑질,영상,공개,논란,뉴스타파,양진호,회장,영상,직원,폭행,보도,파장,공개,영상,양진호,회장,위디스크,전직,A씨,폭언,폭언,회장,A씨,회사,댓글,머리,직원들,무릎,사과,요구,회장,영상,직원,폭행,기념품,소장,촬영,지시,충격,사건,보도,셜록,박상규,진실,탐사,그룹,셜록,SNS,사회연결망서비스,페이스북,몰카제국,황제,양진호,회장,디지털성,범죄,성폭력,영상,1000억,원대,재산,람보르기니,롤스로이스,구경,사진,공개,회장,람보르기니,5억,롤스로이드,6억,회장,직원,원룸","양진호,위디스크,셜록,박상규,람보르기니,1000억,직원들,롤스로이스,웹하드,5억,뉴스타파,6억,a씨,디지털성,실소유자,사회연결망서비스,연결망,페이스북,몰카제국,기념품,롤스로이드,파일노리,성폭력,갑질,한국미래기술,sns,회장,영상,폭행,공개,직원,폭언,보도","국내 웹하드 업체 위디스크와 파일노리의 실소유자 양진호 한국미래기술 회장이 직원에게 폭언과 폭행을 일삼는 갑질 영상이 공개돼 논란이 일고 있다.  지난 30일 뉴스타파가 양진호 회장의 직원 폭행 영상을 보도해 파장이 일었다.  공개된 영상 속에서 양진호 회장은 위디스크 전직 개발자인 A씨에.. 디지털성범죄, 성폭력 영상으로 1000억원대 재산을 모았다.",http://www.sedaily.com/NewsView/1S64KPO89Q,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100201.20181031125853001,2018-10-31,국민일보,박은주 기자,양진호 폭로한 기자 “별장에서 쉬고 싶으시죠?”… 취재 후일담,경제>산업_기업,국제>국제일반,사회>사회일반,범죄>성범죄>음란물,범죄>범죄일반>폭행,범죄>범죄일반>절도,"양, 연수원, 양진호",,"롤스로이스, 경기남부지방경찰청, 강원도","양진호,폭로,별장,취재,후일담,위디스크,웹하드,업체,파일노리,실소유주,회장,양진호,한국미래기술,민낯,폭로,진실탐사그룹,셜록,박상규,페이스북,강도,비판,뉴스타파,셜록,30일,31일,이틀,회장,직원,상대,갑질,폭언,만행,폭로,매체,회장,닉네임,회장,게시판,위디스크,고객,댓글,직원,수차례,촬영,지시,폭행,장면,기념,취지,직원들,워크숍,메뉴,백숙,석궁,지시,직원,지X,폭언,회장,일본도,직원,지시,회장,회장,만행,세상,이틀간,회장,영상,회장,공개,페이스북,취재,후일담,폭로,예고글,회장,취재,2년,시작,회장,이야기,최소,6개월,연속,보도,주장,워크숍,장면,2번,영상,공개,회장,페이스북,골치,강원도,회장님,별장,연수원,옥상,온돌방,바람,이젠,게시물,회장,자신,승용차,사진,회장님,람보르기니,5억,롤스로이스,6억,회장,전직,직원,원룸,지적,비교,회장,디지털성,범죄,영상,괴물,폭력,피해자,회장,IT업계,경기남부지방경찰청,회장,실소유주,위디스크,음란물,유통,방치,혐의,수사,경기남부지방경찰청,회장,사실,직원,폭행,병행,수사,타깃,공공기관,회장,배경,추가,폭로,예고","위디스크,페이스북,회장님,셜록,실소유주,양진호,5억,경기남부지방경찰청,6억,공공기관,박상규,2번,웹하드,한국미래기술,후일담,6개월,온돌방,이젠,직원들,뉴스타파,승용차,석궁,음란물,롤스로이스,갑질,강원도,게시물","웹하드 업체 ‘위디스크’와 ‘파일노리’ 실소유주인 양진호 한국미래기술 회장의 민낯이 드러난 가운데 이를 폭로한 ‘진실탐사그룹 셜록’의 박상규 기자가 페이스북 글을 통해 강도 높은 비판을 이어가고 있다.  뉴스타파와 셜록은 지난 30일과 31일, 이틀에 걸쳐 양 회장이 직원을 상대로 한 갑질이나 폭.. 양 회장은 디지털성범죄 영상으로 부를 쌓아 괴물이 됐다.",http://news.kmib.co.kr/article/view.asp?arcid=0012804129&code=61121111&cp=kd,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100901.20181031172223001,2018-10-31,중앙일보,배재성(hongdoya@joongang.co.kr),“뒤져 XX” 전 직원 뺨 때리며 폭행영상 기념품 만든 회장,경제>산업_기업,사회>사건_사고,IT_과학>인터넷_SNS,범죄>범죄일반>폭행,,,"양, A씨, 양진호",경기도,"한국미래기술, 파일노리, 위디스크, 뉴스타파","XX,직원,폭행,영상,기념품,회장,회장,양진호,한국미래기술,위디스크,직원,폭행,막말,의혹,제기,회장,업계,위디스크,파일노리,실소유주,디지털성,범죄,사건,연루,경찰,수사,뉴스타파,사무실,4월,8일,경기도,분당,위디스크,발생,회장,폭행,모습,영상,공개,뉴스타파,진실탐사그룹,셜록,입수,보도,분량,2분,영상,회장,직원들,위디스크,전직,남성,A씨,머리,폭행,회장,굴욕적,사과,강요,회장,A씨,폭행,사과,XX새끼,책임,사과,기회,거부,XX놈,회사,직원들,회장,제지,A씨,회사,고객,게시판,회장,댓글,직원,모욕적,폭행,뉴스타파,충격적,영상,CCTV,사건,관계자,영상,회장,촬영,지시,기록,영상,위디스크,관계자,뉴스타파,회사,임원,카메라맨,회장,카메라맨,폭행,영상,회장,영상,기념품,소장,폭행,A씨,6월,6월,위디스크,운영사,이지원인터넷서비스,프로그램,근무,4월,8일,위디스크,고객게시판,인터넷,사이트,고객,게시판,양진호1,아이디,댓글,댓글,작성,A씨,양진호,사과,전화,사과,회장,폭행,댓글,매사,연봉,불철주,고생,A씨,별생각,댓글,이해","위디스크,뉴스타파,a씨,양진호,기념품,관계자,2위,게시판,고객게시판,카메라맨,직원들,한국미래기술,xx,불철주,디지털성,실소유주,셜록,이지원인터넷서비스,경기도,진실탐사그룹,파일노리,웹하드,운영사,분당,막말","양진호 한국미래기술 회장이 위디스크 전 직원을 폭행하고 막말을 했다는 의혹이 제기됐다. 양 회장은 국내 웹하드 업계 1, 2위 업체인 위디스크와 파일노리의 실소유주이다. 그는 최근 디지털성범죄 사건에 연루돼 경찰 수사를 받고 있다. 30일 뉴스타파는 2015년 4월 8일 경기도 분당 위디스크 사무실에서 발생한 양 회장의 폭행 모습을 담은 영상을 공개했다. ",http://news.joins.com/article/olink/22672618,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100201.20181031095431001,2018-10-31,머니투데이,김건휘|인턴기자,"양진호 당장 구속""…靑 청원 '봇물'""",정치>청와대,,,범죄>범죄일반>폭행,,,"회장님, 양, 박상규, 양진호",,"람보르기니, 롤스로이스, 한국미래기술, 청와대, 몰카제국, 롤스로이드, 진실탐사그룹 셜록, 청와대 국민청원","구속,양진호,당장,청원,봇물,회장,양진호,한국미래기술,사진,진실탐사그룹,셜록,홈페이지,웹하드,업체,위디스크,실소유주,양진호,한국미래기술,회장,위디스크,직원,폭행,영상,공개,31일,8시,워크샵,일본도,이용,영상,청와대,국민,청원,제안,게시판,포털,사이트,양진호,회장,처벌,요구,여론,31일,9시,청와대,국민,청원,제안,페이지,양진호,회장,게시물,30개,상태,사진,청와대,캡처31일,국민,청원,페이지,캡처,9시,청와대,국민,청원,제안,게시판,양진호,회장,청원,38건,청원인,한국,미래,양진호,당장,구속,재산,몰수,게시물,무차별,폭행,평생,회복,불가능,재산,몰수,주장,청원인,양진호,회장,폭행,카메라맨,임원,방조,수사,임직원,구속,처벌,요청,위치,근로자,오너,폭행,폭행,방조자,구속수사,처벌,요청,양진호,회장,보도,기사,누리꾼,댓글,사진,포털,사이트,댓글,캡처포털,사이트,누리꾼,양진호,회장,처벌,목소리,양진호,회장,디지털,성범죄,분노,댓글,누리꾼,mons,디지털성,범죄,양진호,불법,촬영,피해자,사회,누리꾼,정부,한통속,swlr,세무조사,회사,쓰레기,감옥,양진호,회장,엄벌,촉구,목소리,사건,보도,셜록,박상규,진실,탐사,그룹,셜록,SNS,취재,경위,소감,보도,방향,언급,몰카제국,황제,양진호,회장,디지털성,범죄,성폭력,영상,1000억,원대,재산,람보르기니,롤스로이스,구경,사진,공개,회장,람보르기니,5억,롤스로이드,6억,회장,직원,원룸","양진호,청원,셜록,박상규,위디스크,누리꾼,청와대,피해자,게시물,람보르기니,청원인,한국미래기술,웹하드,5억,불가능,임직원,6억,진실탐사그룹,디지털성,게시판","[머니투데이 김건휘 인턴기자] 양진호 한국미래기술 회장. /사진=진실탐사그룹 셜록 홈페이지 국내 웹하드 업체 '위디스크'의 실소유주 양진호 한국미래기술 회장이 '위디스크' 직원을 폭행하는 영상이 공개됐다. 이어 31일..디지털성범죄 저놈(양진호) 때문에 얼마나 많은 불법촬영 피해자가 죽었을까""라며 디지털성범죄"," 성폭력 영상으로 1000억원대 재산을 모았다.""",http://news.moneytoday.co.kr/view/mtview.php?no=2018103109054650545&type=2,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100201.20181031173215001,2018-10-31,머니투데이,김주현|기자,양진호 파일노리 영입 이익률 61%?…웹하드 수익구조 어떻길래,IT_과학>인터넷_SNS,IT_과학>모바일,사회>사회일반,범죄>성범죄>음란물,범죄>범죄일반>폭행,,"양, 양진호",,"한국미래기술, 한국인터넷기술원, 파일노리, 아이디, 삼성전자, 선한아이디, 페이스북, 방송통신위원회","61%,양진호,파일노리,영입,이익률,61%,웹하드,수익구조,길래,고수익,웹하드,사업,비밀,불법,음란,유통,비중,수익,김현정디자이너,회장,양진호,한국미래기술,직원,폭행,영상,공개,웹하드,업계,비정상적,수익구조,도마,거래,규모,1,,2위,유수,웹하드,서비스,위디스크,파일노리,소유주,위디스크,운영업체,파일노리,서비스,운영,업체,이지원인터넷서비스,선한아이,회사,회장,최대주주,한국인터넷기술원,지분,100%,지표,고수익,알짜,기업,지원인터넷서비스,위디스크,매출액,영업이익,기록,영업이익률,25%,삼성전자,수준,선한아이디,파일노리,매출액,영업이익,160억,98억,영업이익률,61%,페이스북,일반적,웹하드,업계,수익구조,이용자들,웹하드,서비스,대가,콘텐츠,다운로드,1MB,메가바이트,1~6원,이용자들,수익,콘텐츠,업로더,나머진,서비스,회사,일반,영화,드라마,저작권,영상물,수입,70%,정도,저작권료,나머지,30%,업로더,웹하드업체,음란물,불법,저작권료,수익,웹하드,업체,업로더,7대,비율,서버용량,영상,불법,음란물,유통,수익,서비스,기업,불법,헤비,업로더,등록,불법,영상물,방조,독려,1명,헤비,업로드,1명,1000만,서비스,회사,2000만,웹하드,업계,관계자,시장,웹하드,유통물,70%,몰카,불법,음란물,웹하드,업계,이익,유통구조,웹하드,카르텔,기형적,수익구조,전언,업계,웹하드업체,헤비,업로더,필터링,업체,단합,불법,영상,유통,수익,헤비,업로더,웹하드업체,수익구조,경찰,수사,웹하드,업체,집중,수사,수면,9월,경찰,불법,촬영물,촬영,유포자,검거,63명,구속,달반,대상,경찰,압수수색,진행,웹하드,업체들,헤비,업로더,압수수색,사실,불법행위,사실,적발,디지털,성폭력,사회문제,대두,정부,단속,음란물,불법유통,적극,분위기,영상물,삭제,시정,조치,과태료,처벌,수위,지적,방송통신위원회,5월,특수,부가,통신,사업자,등록,사업자,웹하드,대상,디지털성,범죄,현황,영상물,유통,조사,결과,기간동안,4584건,영상물,유통,적발,웹하드,지속적,디지털성,범죄,영상물,유포,부당이득,아이디,상습,유포자,297건,조사","웹하드,영상물,업로더,수익구조,파일노리,음란물,유포자,웹하드업체,고수익,양진호,영업이익,영업이익률,선한,매출액,저작권료,이용자들,압수수색,사업자,달반,위디스크","[머니투데이 김주현 기자] [웹하드 사업 고수익의 비밀…불법..방송통신위원회가 지난 5월 특수부가통신사업자로 등록된 51개 웹하드 사업자를 대상으로 디지털성범죄 영상물 유통 현황을 조사한 결과, 이 기간동안만 총 4584건의 영상물 유통이 적발됐다. 또 웹하드에 지속적으로 디지털성범죄 영상물을 유포해 부당이득을 취한 상습 유포자 아이디도 297건으로 조사됐다.",http://news.moneytoday.co.kr/view/mtview.php?no=2018103110573285174&type=2,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100201.20181031080259001,2018-10-31,머니투데이,이재은|기자,"양진호의 람보르기니·롤스로이스…디지털성범죄로 쌓은 부""""",IT_과학>IT_과학일반,경제>산업_기업,국제>아시아,범죄>범죄일반>폭행,,,"양, 회장님, A씨, 셜록, 양진호",,"람보르기니, 롤스로이스, 한국미래기술, 파일노리, 몰카제국, 진실탐사그룹 셜록, 페이스북, 경기도","양진호,람보르기니,롤스로이스,디지털성,범죄,양진호,한국미래기술,회장,사진,박상규,페이스북,웹하드,업체,위디스크,파일노리,실소유자,양진호,한국미래기술,회장,직원,폭행,영상,공개,보도,회장,람보르기니,롤스로이스,차량,공개,디지털성,범죄,영상,성폭력,영상,괴물,뉴스타파,진실,탐사,그룹,셜록,양진호,회장,영상,직원,폭행,보도,공개,영상,4월,경기도,분당,위치,위디스크,사무실,촬영,영상,양진호,회장,위디스크,전직,A씨,무차별,폭행,모습,영상,회장,피해자,A씨,자신,운영,위디스크,사무실,직원들,무릎,폭언,무차별,폭행,회장,피해자,사과,협박,회장,영상,직원,폭행,기념품,소장,촬영,지시,피해자,폭행,치욕,기억,회장,양진호,한국미래기술,람보르기니,롤스로이스,차량,사진,박상규,페이스북,사건,보도,셜록,박상규,진실,탐사,그룹,셜록,SNS,사회연결망서비스,페이스북,취재,경위,소감,보도,언급,몰카제국,황제,양진호,회장,디지털성,범죄,성폭력,영상,1000억,원대,재산,람보르기니,롤스로이스,구경,사진,공개,회장,람보르기니,5억,롤스로이스,6억,회장,직원,원룸,뉴스타파,진실,탐사,그룹,셜록,31일,8시,몰카제국,황태자,양진호,제목,번째,공개","양진호,위디스크,셜록,페이스북,박상규,피해자,롤스로이스,람보르기니,몰카제국,뉴스타파,디지털성,사무실,무차별,a씨,5억,실소유자,6억,한국미래기술,사회연결망서비스,연결망,분당,경기도,직원들","[머니투데이 이재은 기자] 양진호 한국미래기술 회장 /사진=박상규 기자 페이스북 국내 웹하드 업체 위디스크와 파일노리의 실소유자 양진호 한국미래기술 회장이 직원을 폭행하는 영상이 공개됐다. 이를 보도한 기자는 양 회장의 집 ..디지털성범죄 영상과 성폭력 영상으로 부를 쌓아 괴물이 됐다""고 말했다. 디지털성범죄"," 성폭력 영상으로 1000억원대 재산을 모았다.""",http://news.moneytoday.co.kr/view/mtview.php?no=2018103107404984013&type=2,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500701.20181031081337001,2018-10-31,부산일보,디지털본부,"양진호 회장 죽여"" 명령하면 일본도로 살아있는 닭 살생 [뉴스타파+셜록]""",경제>산업_기업,사회>사건_사고,,사회>사회갈등>시위,,,"양, 양진호","일본도, 홍천","진실탐사그룹, 한국미래기술, 파일노리, 강원도, 뉴스타파, 위디스크","양진호,회장,명령,일본도,뉴스타파,살생,셜록,뉴스타파,셜록,일본도,양진호,회장,엽기,영상,공개,회장,양진호,한국미래기술,자리,직원,워크숍,일본도,석궁,강요,사실,뉴스타파,진실,탐사,그룹,셜록,확인,뉴스타파,추가,입수,위디스크,직원,워크숍,영상,가을,강원도,홍천,위치,회사,연수원,촬영,취재,결과,회장,직원,워크숍,메뉴,백숙,석궁,지시,직원들,모습,일본도,직원들,석궁,회장,XX,장난,폭언,직원들,결국,회장,솜씨,시위,화살,명중,1m,일본도,등장,회장,남자,직원,지목,일본도,직원,직원,일본도,워크숍,참석,직원,충격,한동안,트라우마,영상,원본,기사,뉴스타파,홈페이지,확인,회장,업계,위디스크,파일노리,실소유주,디지털성,범죄,사건,연루,경찰,수사,회장,불법촬영물,동영상,디지털,성범죄,유통,이익,의혹,운영,한국미래기술,세계,메소드,인간,탑승,직립,보행,로봇,로봇,제조,업체","일본도,뉴스타파,셜록,직원들,석궁,위디스크,한국미래기술,양진호,홍천,성범죄,2위,1m,실소유주,디지털성,한동안,파일노리,강원도,메소드,웹하드,불법촬영물,홈페이지,xx","뉴스타파·셜록, 양진호 회장 일본도로 닭 내리치는 엽기영상 공개  양진호 한국미래기술 회장이 직원 워크숍 자리에서 일본도와 석궁으로 닭을 죽이도록 강요한 사실이 뉴스타파와 진실탐사그룹 '셜록'에 의해 확인됐다.   31일.. 양 회장은 국내 웹하드 업계 1, 2위 업체인 위디스크와 파일노리의 실소유주로 디지털성범죄 사건에 연루돼 경찰 수사를 받고 있다.",http://news20.busan.com/controller/newsController.jsp?newsId=20181031000022,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500701.20181031103040001,2018-10-31,부산일보,디지털본부2,'양진호 폭행' 피해자 근황…모멸감과 공포로 은둔생활 중,사회>사건_사고,문화>방송_연예,경제>경제일반,범죄>범죄일반>폭행,,,"양, 강, 양진호","서울, 대한민국, 경기도","파일노리, 희생자","양진호,폭행,피해자,근황,모멸감,공포,은둔생활,회장,양진호,한국미래기술,댓글,5개,무차별,폭행,피해자,후유증,서울,바닷,마을,은둔생활,트라우마,IT개발자,직업,토로,뉴스타파,셜록,진실탐사그룹,설득,폭행,피해자,강씨,인터뷰,영상,공개,폭행,피해자,강씨,서울,바닷,마을,폭행,휴유증,모멸감,회장,공포,외부,인연,은둔생활,강씨,심경,인생,계기,혼자,생각,강씨,상황,자신,생각,상황설명,폭행,시작,비난,의견사항,거다,생각,치욕,사람,바닥,토로,강씨,대응,두려움,사람,주위,핵심,요직,소송,회장,사람,해코지,생각,설명,강씨,폭행,사건,계기,후유증,사건,발생,건물,미팅,참석,건물,주위,가슴,강씨,혼자,동료,대표,해코지,생각,강씨,트라우마,직업,보복,두려움,강씨,IP추적,일화,공개,회사,전화,비난,IP,추적,동네,회사,비난,IP,추궁,폭로,강씨,고심,인터뷰,사람,기업인,대한민국,성장,기업인,자신,희생자,뉴스타파,셜록,이날,진실탐사그룹,회장,사무실,경기도,분당,위디스크,전직,직원,무차별,폭행,영상,확보,공개,회장,사무실,직원들,욕설,폭행,행사,회장,직원,폭행,인터넷,게시판,댓글,5개,회장,폭행,A씨,4월,8일,위디스크,인터넷,사이트,고객,게시판,양진호1,아이디,댓글,매사,연봉,장난,A씨,회장,아이디,댓글,무릎,폭행,폭언,공개,영상,회장,직원들,사무실,강씨,욕설,폭행,회장,업체,웹하드,업계,위디스크,파일노리,실소유주,디지털성,범죄,사건,연루,경찰,수사","강씨,위디스크,은둔생활,양진호,진실탐사그룹,후유증,사무실,기업인,뉴스타파,게시판,모멸감,5개,피해자,a씨,셜록,경기도,서울,무차별,직원들,한국미래기술,2위,디지털성","양진호 한국미래기술 회장에게 댓글 5개 때문에 무차별 폭행당한 피해자가 후유증 때문에 서울을 떠나 멀리 떨어진 바닷가 마을에서 은둔생활을 하고 있는 것으로 전해졌다.   그는 트라우마 때문에 IT개발자라는 직업도 계속할 수 없.. 양 회장은 국내 웹하드 업계 1,2위 업체인 위디스크와 파일노리의 실소유주로 디지털성범죄 사건에 연루돼 경찰 수사를 받고 있다.",http://news20.busan.com/controller/newsController.jsp?newsId=20181031000058,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100601.20181031113015001,2018-10-31,한국경제,박미라,"양진호 회장의 람보르기니·롤스로이스..디지털성범죄로 부 쌓아 괴물 됐다""""",경제>산업_기업,IT_과학>인터넷_SNS,,,,,양진호,,"람보르기니, 롤스로이스, 한국미래기술, 한경닷컴","양진호,회장,람보르기니,롤스로이스,디지털성,범죄,괴물,위디스크,대표,회장,한국,미래,양진호,직원,직원,무차별,폭행,엽기,행각,추가,폭로,파문,양진호,회장,호가,슈퍼카들,소유,사실,뉴스타파,회장,한국,미래,양진호,2015년,위디스크,퇴사,직원,직원,사내,손찌검,영상,공개,파문,셜록,이날,진실탐사그룹,박상규,자신,SNS,계정,양진호,회장,람보르기니,감상,5억,롤스로이스,6억,주차,양진호,회장,슈퍼카들,공개,양진호,전직,직원,원룸,단순,비교,양진호,디지털성,범죄,영상,성폭력,영상,괴물,폭력,피해자,양진호,업계,31일,진실탐사그룹,셜록,박상규,자신,SNS,계정,번째,공개,박상규,공개,번째,양진호,회장,워크숍,직원들,명령,양진호,회장,거부,명령,직원,1m,장도,차례,직원들,실패,양진호,회장,모습,연예,박미라,한경닷컴,이슈팀,기사제보,보도자료","양진호,위디스크,박상규,롤스로이스,직원들,진실탐사그룹,한경닷컴,박미라,뉴스타파,5억,6억,1m,슈퍼카,람보르기니,슈퍼카들,디지털성,셜록,기사제보,이슈팀,sns,무차별,손찌검,한국,피해자,보도자료,성폭력,직원,회장,영상,공개,계정","위디스크 대표이자 한국미래기술 양진호 회장이 전 직원 A 씨를 무차별 폭행한 데 이어 엽기적 행각이 추가로 폭로되며 파문이 이는 가운데, 양진호 회장이 억대를 호가하는 슈퍼카들이 줄줄이 소유한 사실이 드러났다.  지난 30일 뉴스타파는 한국미래기술 양진호 회장이 지난 2015년 당..양진호는 디지털성범죄 영상과 성폭력 영상으로 부를 쌓아 괴물이 됐습니다.""",http://news.hankyung.com/article/201810314431I,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100851.20181031142626001,2018-10-31,아주경제,윤정훈,?위디스크 양진호에 아마존 제프베조스 회장이 감사한 이유는,IT_과학>과학,IT_과학>인터넷_SNS,경제>산업_기업,,,,"양, 베조스, 제프 베조스, 임현국, 양진호, 제프베조스","캘리포니아, 미국","아마존, 한국미래기술, 한국인터넷기술원, 위디스크, 뉴스타파","위디스크,양진호,회장,아마존,제프베조스,감사,회장,양진호,한국미래기술,제프,베조스,아마존,CEO,대표이사,인연,화제,회장,웹하드,파일노리,위디스크,디지털성,범죄,영상물,유통,축적,베조스,대표,3월,미국,캘리포니아,마스,콘퍼런스,사람,동작,로봇,등장,로봇,회장,실소유주,한국미래기술,메소드,베조스,NICE,마디,한국미래기술,칭찬,로봇,조종,한국미래기술,Hankook,Mirae,Technology,감사,한국미래기술,회장,실소유주,한국인터넷기술원,자회사,로봇,대표,임현국,한국미래기술,회사,합류,프로젝트,로봇,상품화,한국미래기술,베조스,CEO,메소드,발전,메소드,메소드,현존,휴머노이드,인간형,로봇,바퀴,다리,이동,주목,업계,관계자,한국미래기술,개발비용,회장,위디스크,서비스,동영상,유포,마련,추정,로봇,제대로,의문,한국인터넷기술원,이외,위디스크,서비스,이지원인터넷서비스,선한아이디,블루브릭,100%,소유,뉴스타파,탐사보대,매체,셜록,29일,30일,회장,폭력,충격적,영상,공개,영상,회장,직원,폭행,잔인,엽기적","한국미래기술,베조스,위디스크,메소드,아마존,양진호,셜록,한국인터넷기술원,캘리포니아,미국,상품화,실소유주,제프베조스,제프,임현국,브릭,블루브릭,뉴스타파,영상물,선한,휴머노이드,인간형,마스,이지원,탐사보대,선한아이디,이지원인터넷서비스,디지털성","[사진=제프베조스 트위터]   양진호 한국미래기술 회장과 제프 베조스 아마존 CEO(대표이사)의 인연이 화제다. 양 회장은 웹하드 '파일노리', '위디스크' 등에서 디지털성범죄 영상물 유통을 통해 부를 축적했다.  베조스 대표는 지난해 3월 20일 미국 캘리포니아에서 열린 '마스 2017' 콘퍼런스에서 사람의 동작에 따라 움직이는 로봇을 타고 등장..",,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01400351.20181101220403003,2018-11-01,중도일보,임택 기자,"부천도시공사, 안전한 지역사회 만들기에 '앞장'",사회>사회일반,,,,,,김동호,부천,"공사, 부천도시공사, 소사국민체육센터, 복사골문화센터","부천도시공사,안전,지역사회,앞장,부천도시공사,디지털성,범죄,예방,안전,지역사회,카메라,이용,불법,촬영,범죄,급증,부천도시공사,가능성,범죄,발생,다중이용시설,대상,합동단속,2일,공사,5일,9일,5일,소사국민체육센터,복사골문화센터,지하도상가,다중,이용,시설,탈의실,화장실,중심,집중,단속,디지털,성범죄,여성들,불안감,해소,단속,공사,탐지기,불법,카메라,구입,부서별,도청,카메라,설치여부,상시,점검,고객,안심,시설,공사,관리,이용,예정,사장,김동호,공사,도청,카메라,기간,합동,단속,지속적,단속반,가동,시민들,안심,이용,안전관리,최선,부천,임택,it8677","다중이용시설,부천도시공사,지역사회,김동호,임택,부천,복사골문화센터,지하도상가,지하도,단속반,여성들,불안감,화장실,소사국민체육센터,합동단속,시민들,성범죄,탈의실,부서별,안전관리,설치여부,앞장,디지털성,가능성,탐지기,it8677,공사,범죄,이용,카메라,단속,불법,안심,디지털","부천도시공사가 디지털성범죄를 예방하고 안전한 지역사회 만들기에 앞장선다. 최근 몰래카메라 등을 이용한 불법촬영 범죄가 급증함에 따라 부천도시공사는 범죄 발생 가능성이 높은 다중이용시설을 대상으로 합동단속을 실시한다고 2일 밝혔다. 공사는 11월 5일부터 9일까지 5일간 소사국민체육센터, 복사골문화센터, 지하도상가 등 다중 이용시설의 탈의실 및 화장실을 중심..",http://www.joongdo.co.kr/main/view.php?key=20181101010000510,,,,,,,,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100701.20181101000556002,2018-11-01,세계일보,,[사설] 직원 종 부리듯 하는 ‘갑질 오너’ 발 못 붙이게 해야,사회>사건_사고,IT_과학>인터넷_SNS,,범죄>성범죄>음란물,범죄>범죄일반>폭행,,"양, 양진호",분당구,"한국미래기술, 청와대, 대한항공, 성남시","직원,갑질,오너,위디스크,웹하드,1위,업체,실소유주,회장,양진호,한국미래기술,직원,무차별,폭행,막말,영상,공개,청와대,국민,청원,게시판,갑질,수사,엄벌,회장,불법,음란물,온라인,유통,11억,수익,혐의,구속,디지털성,범죄,사건,연루,수사,온라인,매체,공개,영상,회장,4월,성남시,분당구,위디스크,사무실,전직,직원,폭행,회장,전직,직원,욕설,머리,행위,수차례,반복,무릎,사과,강요,장면,회사,고객,게시판,회장,댓글,직원,치욕,폭행,조직폭력배들,목불인견,영상,CCTV,사건,관계자,영상,회장,촬영,지시,기록,영상,위디스크,관계자,회사,임원,카메라맨,회장,카메라맨,폭행,영상,회장,영상,기념품,소장,폭로,회장,직원,워크숍,석궁,직원,일본도,강요,영상,공개,정도,엽기적,행각,갑질,그동안,대한항공,오너,일가,갑질,대웅제약,회장,욕설,폭언,사회,몸살,직원들,갑질,행위,근절,실추,기업,이미지,사회,손실,발생,선의,기업가들,피해,경찰,수사,전근대적,갑질","갑질,위디스크,온라인,게시판,관계자,청와대,1위,그동안,사무실,양진호,카메라맨,한국미래기술,기업가들,기업가,11억,디지털성,폭력배,수차례,성남시,청원,음란물,분당구,목불인견,조직폭력배들,실소유주,기념품","국내 웹하드 1위 업체 ‘위디스크’의 실소유주인 양진호 한국미래기술 회장이 전 직원을 무차별 폭행하고 막말하는 영상이 공개됐다. 청와대 국민청원게시판에는 “갑질 수사하고 엄벌하라”는 글이 잇따르고 있다. 양 회장은 불법 음란물을 온라인으로 유통해 11억원의 수익을 올린 혐의로 2011년 구속됐고, 최근에는 디지털성범죄 사건에 연루돼 수사를 받고 있다.  ",http://www.segye.com/content/html/2018/10/31/20181031004427.html,,,,,,,,
